1.39988 	0.139321 	10.0479 	0 
1.67334 	0.0910458 	18.3791 	0 
1.04427 	0.034301 	30.4444 	0.9 
2.19591 	0.133081 	16.5006 	0.9 
2.2675 	0.779083 	2.91047 	0 
0.772259 	2.14549 	0.359945 	-0.9 
1.89167 	0.960883 	1.96868 	0 
1.72877 	0.130725 	13.2245 	0 
1.89939 	0.197658 	9.60948 	0.9 
2.03087 	0.326299 	6.22397 	0 
0.582077 	2.47571 	0.235115 	-0.9 
1.03651 	0.835433 	1.24069 	0 
0.964379 	0.400178 	2.40988 	0 
1.59341 	1.46808 	1.08537 	0 
1.5099 	1.13343 	1.33214 	0 
2.46219 	0.210605 	11.691 	0.9 
0.363289 	1.37543 	0.264128 	-0.9 
0.605252 	1.7174 	0.352424 	0 
1.01309 	2.56672 	0.394701 	0 
0.718524 	2.74924 	0.261354 	-0.9 
0.805412 	1.63733 	0.491906 	0 
2.59842 	0.269929 	9.62629 	0.9 
1.32039 	0.618117 	2.13616 	0 
1.29737 	0.531924 	2.43901 	0 
0.615385 	1.01438 	0.606663 	-0.9 
2.49316 	0.204842 	12.1712 	0.9 
1.81918 	1.16289 	1.56436 	0 
0.443901 	1.04454 	0.424973 	-0.9 
0.708648 	2.33863 	0.303018 	-0.9 
1.72818 	1.44253 	1.19802 	0 
2.52652 	0.329896 	7.65855 	0.9 
0.970802 	0.771454 	1.25841 	0 
1.24763 	0.878086 	1.42086 	0 
0.991832 	1.42406 	0.696484 	-0.9 
1.60392 	1.03355 	1.55186 	0 
2.2475 	0.252952 	8.88509 	0.9 
1.28847 	1.32207 	0.974589 	0 
1.50072 	1.03671 	1.44758 	0 
1.17793 	1.30836 	0.900312 	0 
1.9707 	0.153045 	12.8766 	0.9 
0.146238 	1.28353 	0.113934 	-0.9 
0.611065 	1.00066 	0.610664 	-0.9 
0.465392 	0.996986 	0.466799 	-0.9 
0.476063 	1.20883 	0.393821 	-0.9 
2.01793 	1.52512 	1.32313 	0 
1.35408 	1.31644 	1.0286 	0 
