2.43963 	0.894362 	2.72779 	0.9 
1.50193 	1.74804 	0.85921 	0 
0.203723 	1.1556 	0.176292 	0 
0.0889826 	0.141377 	0.6294 	0.9 
0.195293 	0.212153 	0.92053 	-0.9 
0.24236 	0.288022 	0.841463 	-0.9 
0.845502 	1.86412 	0.453567 	-0.9 
2.36459 	0.727784 	3.24903 	0.9 
0.131132 	1.00105 	0.130994 	-0.9 
0.972759 	1.21317 	0.801834 	0 
0.106545 	1.12516 	0.094693 	0 
0.163846 	0.190087 	0.861957 	0.9 
1.42255 	0.684229 	2.07906 	0.9 
0.0864608 	0.151847 	0.569395 	0 
2.24522 	1.89121 	1.18718 	0 
0.753542 	1.53097 	0.492199 	-0.9 
2.07564 	0.59993 	3.4598 	0.9 
0.124944 	1.1817 	0.105732 	-0.9 
3.30875 	1.54707 	2.13871 	0 
1.56129 	2.68997 	0.580413 	-0.9 
2.12109 	0.647612 	3.27525 	0.9 
0.233579 	0.855286 	0.273101 	-0.9 
0.766889 	1.37181 	0.559033 	0 
0.228896 	1.13277 	0.202067 	-0.9 
1.79294 	2.5483 	0.703584 	-0.9 
0.110643 	0.552628 	0.200212 	-0.9 
0.187917 	1.13145 	0.166085 	-0.9 
1.18107 	0.519845 	2.27196 	0.9 
1.45366 	0.573536 	2.53456 	0.9 
1.71643 	1.72345 	0.995924 	0 
0.41213 	1.07364 	0.38386 	0 
2.08307 	2.53548 	0.82157 	-0.9 
1.76194 	0.125132 	14.0807 	0 
0.268704 	0.990516 	0.271277 	-0.9 
3.85471 	0.657443 	5.86318 	0.9 
0.235774 	1.36679 	0.172502 	-0.9 
0.145182 	0.968271 	0.14994 	-0.9 
0.369184 	0.243719 	1.51479 	0.9 
0.22008 	0.375961 	0.58538 	-0.9 
0.314749 	0.351789 	0.89471 	0 
