0.174603 	0.258242 	0.676123 	0 
0.261837 	0.562339 	0.465621 	-0.9 
0.46053 	1.82858 	0.251851 	-0.9 
0.1628 	0.304378 	0.534862 	0.9 
0.307285 	0.2035 	1.51 	0 
0.120792 	0.283447 	0.426154 	0 
0.32153 	1.08059 	0.297552 	-0.9 
0.17094 	0.335775 	0.509091 	0 
0.15873 	0.27676 	0.573529 	0 
1.26862 	1.77436 	0.714974 	0.9 
0.10989 	0.299908 	0.366412 	-0.9 
0.808041 	1.51099 	0.534776 	0 
0.188577 	0.408357 	0.461794 	-0.9 
0.280361 	0.525031 	0.533989 	0 
0.151862 	0.330433 	0.459584 	0 
0.1221 	0.299145 	0.408163 	0.9 
0.820226 	1.59412 	0.51453 	-0.9 
0.68108 	1.01715 	0.669594 	0 
1.32346 	2.05155 	0.645103 	0.9 
0.159951 	0.444444 	0.35989 	-0.9 
0.821123 	1.20726 	0.680152 	0 
0.954289 	1.76511 	0.54064 	0 
0.372405 	0.732601 	0.508333 	0 
0.281385 	0.958486 	0.293573 	-0.9 
0.292633 	0.518926 	0.563922 	0.9 
0.192308 	0.503663 	0.381818 	0 
0.827991 	1.21719 	0.680251 	0 
1.09045 	1.592 	0.684956 	0.9 
0.588523 	1.31868 	0.446296 	0.9 
0.940171 	1.29614 	0.725362 	0 
0.367893 	0.532994 	0.690239 	0 
0.262515 	0.561661 	0.467391 	-0.9 
0.199176 	0.675366 	0.294915 	-0.9 
0.304029 	0.305861 	0.994012 	0 
0.331502 	1.37057 	0.241871 	-0.9 
1.18361 	1.82463 	0.648683 	0 
0.209918 	0.372405 	0.563682 	0.9 
1.20574 	1.48962 	0.809426 	0.9 
0.964591 	1.2428 	0.77614 	0 
0.344017 	0.472527 	0.728036 	0 
0.399878 	1.00122 	0.39939 	0.9 
0.286935 	0.502019 	0.571562 	-0.9 
0.382737 	1.34404 	0.284766 	-0.9 
1.01496 	1.64326 	0.617647 	0 
0.262238 	0.36741 	0.713746 	0.9 
0.497263 	0.698728 	0.711669 	0 
0.195021 	0.429385 	0.454186 	-0.9 
0.909646 	1.6921 	0.537583 	0.9 
1.5942 	2.31672 	0.68813 	0 
0.555207 	1.35287 	0.410392 	-0.9 
0.910005 	1.89291 	0.480744 	0 
0.162927 	0.688339 	0.236696 	-0.9 
0.786325 	1.11844 	0.703057 	0 
0.261454 	0.473271 	0.55244 	0.9 
0.298382 	1.75214 	0.170296 	0 
0.228599 	0.306268 	0.746401 	0 
0.376475 	1.02395 	0.367671 	-0.9 
0.952381 	0.940171 	1.01299 	0.9 
0.583028 	1.02564 	0.568452 	0.9 
0.738706 	0.854701 	0.864286 	0.9 
0.781441 	0.912698 	0.856187 	0.9 
0.844839 	1.77656 	0.475549 	0 
0.236264 	0.600733 	0.393293 	-0.9 
0.161603 	0.29735 	0.543478 	0 
0.162546 	0.337302 	0.4819 	-0.9 
0.239452 	0.261837 	0.914508 	0.9 
1.64666 	2.55766 	0.643814 	0 
0.168651 	0.242674 	0.694969 	0.9 
0.386142 	1.05769 	0.365079 	-0.9 
0.522589 	1.7268 	0.302634 	-0.9 
0.657932 	1.56382 	0.420721 	0.9 
0.832501 	1.37252 	0.606551 	0 
1.06024 	0.870981 	1.21729 	0.9 
0.154369 	0.289552 	0.533133 	0 
0.162219 	0.416013 	0.389937 	0 
0.228938 	0.349206 	0.655594 	-0.9 
1.14235 	2.09797 	0.544505 	0 
0.28083 	0.47619 	0.589744 	-0.9 
0.185185 	0.348325 	0.531646 	0.9 
0.705128 	1.03785 	0.679412 	0 
0.684982 	1.14652 	0.597444 	0 
0.558608 	0.918803 	0.607973 	0 
0.656899 	1.45014 	0.452989 	-0.9 
0.216728 	0.297619 	0.728205 	0 
0.303644 	0.659662 	0.460302 	-0.9 
0.275946 	0.628816 	0.438835 	0 
1.15297 	1.3056 	0.8831 	0.9 
1.01913 	1.79365 	0.568187 	0 
1.23769 	1.50509 	0.822336 	0.9 
0.696843 	1.10065 	0.633122 	0 
0.201013 	0.386876 	0.519579 	0.9 
0.146032 	0.475214 	0.307297 	-0.9 
0.254375 	0.980871 	0.259336 	0 
0.517705 	1.29609 	0.399435 	0 
0.396825 	1.09509 	0.362369 	-0.9 
0.23199 	0.47619 	0.487179 	0 
0.413259 	0.56004 	0.737909 	0.9 
0.272908 	0.602211 	0.453177 	-0.9 
0.377208 	0.614225 	0.614121 	0 
