1.43013 	4.41685 	0.32379 	-0.9 
1.54301 	3.20342 	0.481677 	0 
2.23988 	1.93683 	1.15646 	0.9 
0.168675 	0.220369 	0.765421 	0.9 
0.246503 	0.321285 	0.767241 	-0.9 
1.77269 	6.83592 	0.259319 	-0.9 
2.59252 	4.09356 	0.633318 	0.9 
1.64473 	3.28082 	0.501318 	0 
0.173294 	0.29863 	0.580296 	0 
4.00457 	4.11904 	0.972208 	0.9 
0.179378 	0.304145 	0.589777 	0.9 
1.36004 	4.54591 	0.299178 	-0.9 
2.26613 	2.11616 	1.07087 	0 
0.662651 	0.9654 	0.6864 	0 
0.221656 	0.293095 	0.756258 	0 
0.108125 	0.16991 	0.636364 	0 
0.172084 	0.247829 	0.694367 	0.9 
2.49498 	2.40732 	1.03641 	0.9 
1.41146 	2.14762 	0.657219 	0 
1.28083 	5.39744 	0.237304 	-0.9 
3.7698 	3.75097 	1.00502 	0.9 
0.373314 	0.471098 	0.792435 	0.9 
0.248024 	0.505282 	0.490862 	-0.9 
0.294949 	0.386885 	0.762369 	0 
